,Unnamed: 0,date,truth_o_meter,statement,tags,url,shortExplanation_prep,summary
110,351,"September 1, 2021",half-true, New Israeli study finds fully vaccinated people are at ‘greater risk of hospitalization’ and 13 times more likely to catch COVID-19 than those who have recovered and have natural immunity. ,"['Israel', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'The Gateway Pundit']",https://www.politifact.com/factchecks/2021/sep/01/gateway-pundit/immunity-gained-covid-19-infection-ignores-risks-g/,"A headline widely shared on social media stated: New Israeli study finds fully vaccinated people are at ‘greater risk of hospitalization’ and 13 times more likely to catch COVID-19 than those who have recovered and have natural immunity. The study, which has not been peer reviewed, found that people who had been infected with COVID-19 had greater protection against becoming reinfected with the virus’ delta variant than vaccinated people had against infection. But the headline’s suggestion that people are better off going unvaccinated ignores the fact that peer-reviewed studies repeatedly have found that vaccinated people are more likely to avoid hospitalization or death if they become infected. The statement is partially accurate but leaves out important details.","A study done in Israel that is not yet peer reviewed found that people who had been infected with COVID-19 had greater protection than vaccinated people against becoming reinfected with the virus’ delta variant.
The claim suggests that people are better off going unvaccinated. But peer reviewed studies repeatedly have found that vaccinated people are more likely to avoid hospitalization or death if they become infected.
"
111,353,"August 25, 2021",half-true, Washington public school forces unvaccinated teens to wear ankle monitors as a condition of playing team sports. ,"['Public Health', 'Sports', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2021/aug/25/facebook-posts/proximity-monitors-wash-school-are-vaccinated-stud/,"A headline shared on Facebook says a high school in Washington state is forcing unvaccinated student athletes to wear ankle monitors to play indoor sports. The school is making staff and students, whether or not they are vaccinated, wear proximity monitoring devices while they are participating in high to moderate-contact indoor sports, as a COVID-19 safety measure to aid social distancing and contact tracing. The devices do not track location. The headline leaves out key context from the article, and leaves the impression that the requirement applies only to unvaccinated students.","A public school in Washington state requires student athletes participating in high-contact or moderate-contact indoor sports to wear proximity monitors to help the school with COVID-19 social distancing and contact tracing.
The requirement applies to vaccinated and unvaccinated students and staff while they are participating in the sport.
The devices track proximity, not location, and monitor whether and for how long people wearing the devices are near one another.
"
112,359,"August 17, 2021",half-true, Mayo Clinic study shows Pfizer vaccine dropped to 42% effective. ,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts']",https://www.politifact.com/factchecks/2021/aug/17/instagram-posts/claim-pfizer-covid-19-vaccine-42-effective-leaves-/,"An Instagram post claims: Mayo Clinic study shows Pfizer vaccine dropped to 42% effective. The Mayo study, which is not yet peer-reviewed, looked at people who had received at least one dose of the two-shot Pfizer and Moderna vaccines. It found that from January to July 2021, the Pfizer vaccine was 85% effective in preventing hospitalization and 76% effective in preventing infection. In July alone, after the virus’ more contagious delta variant had taken hold, Pfizer’s vaccine was 75% effective in preventing hospitalization but only 42% in preventing infection. The statement is partially accurate, but leaves out important details.","The study, which has not yet been peer reviewed, looked at people who had received at least one dose of the two-shot vaccines. It said the Pfizer vaccine’s effectiveness in preventing COVID-19 infection dropped to 42% in July.
Overall, the study said that both the Pfizer and Moderna vaccines are highly effective in preventing hospitalization.
As the virus’ delta variant has taken hold this summer, the vast majority of COVID-19 hospitalizations and deaths have occurred among people who were not vaccinated.
"
113,360,"August 11, 2021",half-true, It’s not unusual for hospitals to sit at max or near max capacity on any given day. ,"['Health Care', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Erin Marie Olszewski']",https://www.politifact.com/factchecks/2021/aug/11/erin-marie-olszewski/its-common-hospitals-be-full-covid-19-adds-unusual/,"Olszewski said, It’s not unusual for hospitals to sit at max or near max capacity on any given day. Hospitals continually adjust their available beds and staffing according to demand because over-staffing is expensive. So it is not unusual for hospitals to operate near maximum capacity. But not all capacity utilization is the same. COVID-19 places additional strains on space, staff and hospital resources, because infected patients need to be kept isolated from others. Hospital systems in parts of the country where the virus is spreading quickly have had to halt other routine procedures and are running out of available beds and staff."," Experts say that it’s not unusual for a hospital to operate close to its capacity since hospitals continually adjust their available beds and staffing levels to meet patient needs.
 But a large number of COVID-19 hospitalizations creates special burdens for hospitals, because patients must be kept isolated.
"
114,362,"August 9, 2021",half-true," I will need to show proof to do anything indoors in New York City, but not when I vote? ","['Elections', 'Government Regulation', 'Public Health', 'Facebook Fact-checks', 'New York', 'Coronavirus', 'Viral image']",https://www.politifact.com/factchecks/2021/aug/09/viral-image/new-york-city-requirement-covid-19-vaccination-pro/,"A viral image claimed that I will need to show proof to do anything indoors in New York City, but not when I vote? In New York State, including New York City, you don’t need to show identification to vote — if you are a registered voter. And proof of vaccination is not required to vote. Starting Aug. 16, the city will require customers and employees to show proof of COVID-19 vaccination in order to enter certain venues — for indoor dining, indoor fitness, and indoor entertainment and performances. But the mayor’s order does not include other types of indoor venues. RELATED: As extremes shape voter ID debate, the rules keep getting stricter","The city is requiring proof of at least one dose of a COVID-19 vaccination for certain indoor venues.
"
115,363,"August 6, 2021",half-true," Sweden had few COVID deaths in July, despite low vaccination rates, relaxed lockdown rules and low mask compliance. ","['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Steve Deace']",https://www.politifact.com/factchecks/2021/aug/06/steve-deace/swedens-low-covid-19-death-tally-july-ignores-othe/,"Deace claims that Sweden had few COVID deaths in July, despite low vaccination rates, relaxed lockdown rules and low mask compliance. Sweden has imposed fewer restrictions than other countries and had few deaths in July, but its COVID-19 death rate has been above the U.S. and the EU at various times during the pandemic. Sweden has had more COVID-19 deaths per capita than its neighbors, and infections are rising. The post cherry-picks data from a single month, and leaves out substantial context about Sweden’s COVID-19 experience since the pandemic began.","Sweden, which went light on restrictions to manage the pandemic, recorded a small number of COVID-19 deaths in July 2021.
But Sweden’s death rate is more than twice as high as it was 10 months earlier and is higher than its neighbors’. Infections are on the rise.
"
116,366,"July 22, 2021",half-true, You’re not going to get COVID if you have these vaccinations. ,"['National', 'Coronavirus', 'Joe Biden']",https://www.politifact.com/factchecks/2021/jul/22/joe-biden/biden-exaggerates-efficacy-covid-19-vaccines/,"Biden said, You’re not going to get COVID if you have these vaccinations. Biden exaggerated. CDC data shows that fully vaccinated people have gotten COVID-19, but these cases are rare. But it’s important to note that vaccinated people are far more likely to avoid hospitalization or death. RELATED: Fact-checking Tomi Lahren on vaccines and COVID-19 survival chances RELATED: CDC is not manipulating its COVID-19 breakthrough data — it’s changing how it collects it","The CDC says that COVID-19 vaccines are effective. However, no vaccines are 100% effective at preventing illness. There will be a small percentage of fully vaccinated people who still get sick, are hospitalized, or die from COVID-19.
CDC data shows that as of July 12, more than 159 million people had been fully vaccinated, and there were 5,492 confirmed cases of COVID-19 among them.
"
117,370,"July 8, 2021",half-true, Four pharmaceutical companies have questionable track records that suggest their COVID-19 vaccines aren’t safe. ,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts']",https://www.politifact.com/factchecks/2021/jul/08/instagram-posts/post-challenging-covid-19-vaccine-safety-takes-dru/,"An Instagram post makes statements about the records of four pharmaceutical companies to imply that the COVID-19 vaccines they make are unsafe. The individual statements accurately reflect the companies’ track records, though in some cases, they don’t relate to the companies’ COVID-19 vaccines. In presenting these statements as a basis for judging the safety of their COVID-19 vaccines, the post leaves out important context about the companies broader safety record and research studies and real-world experience that have shown the vaccines to be safe and effective. The statement is partially accurate but leaves out important details.","The post focuses on some actions by the manufacturers that aren’t related to their COVID-19 vaccines.
One vaccine, which is not used in the U.S., was temporarily suspended in Europe as a safety precaution, but the suspension was lifted.
Public health authorities recommend all four vaccines, which have strong safety records.
"
118,382,"November 3, 2021",barely-true, Greenland s ice sheet isn t shrinking any more rapidly today than it was 80 years ago. ,"['National', 'Climate Change', 'Steven Koonin']",https://www.politifact.com/factchecks/2021/nov/03/steven-koonin/greenland-lost-ice-faster-decade-80-years-ago/,"Koonin said that Greenland s ice sheet isn t shrinking any more rapidly today than it was 80 years ago. Koonin relied on a study that had data through 2010. Experts agree that a period of warmer temperatures caused a large loss of ice in the 1930s. But the most recent data shows a period of steeper and longer lasting declines in the Greenland ice sheet between 2010 and 2020 than in the period 80 years ago. There is uncertainty in the data, but Koonin’s numbers are incomplete and obscure the scale of recent ice losses.","In the 1930s, the Greenland ice sheet lost about 206 gigatons of ice per year.
In the 2010s, the ice sheet lost about 247 gigatons per year.
2012 and 2019 had the largest ice losses since regular monitoring of the ice began in the 1950s.
"
119,387,"October 28, 2021",barely-true, The seasonal cold and flu is actually more dangerous for kids than the Coronavirus and there is very low transmissibility from children to their families and communities. ,"['Children', 'Public Health', 'Wisconsin', 'Coronavirus', 'Tom Tiffany']",https://www.politifact.com/factchecks/2021/oct/28/tom-tiffany/children-families-community-covid-transmissibility/,"Tiffany claimed The seasonal cold and flu is actually more dangerous for kids than the Coronavirus and there is very low transmissibility between from children to their families and communities. Meanwhile, though the level of transmissibility from schools to families and the community may generally be low, the situation is more complicated than presented. Much depends on the level of spread in the community, how many adults are vaccinated and what mitigation measures are in place.","Hospitalizations and deaths among children are higher this year for COVID-19 than the seasonal flu
COVID-19 transmissibility in schools is dependent on community transmission, community vaccination rates and mitigation methods schools have in place.
"
120,388,"October 26, 2021",barely-true, COP26 luxury EVs to be recharged using diesel generators ,"['National', 'Climate Change', 'Bloggers']",https://www.politifact.com/factchecks/2021/oct/26/blog-posting/no-diesel-fuel-isnt-recharging-electric-cars-cop26/,"Bloggers said the organizers of the COP26 climate change summit were using diesel generators to recharge electric vehicle batteries. Organizers are using generators, but they run on a type of vegetable oil that has much lower emissions than diesel fuel. The fuel, hydrotreated vegetable oil, is sometimes called a biodiesel, but it is not a fossil fuel and is chemically distinct from diesel.","The UK organizers are bringing in vegetable oil-powered generators to recharge electric vehicles at the international climate change meeting in Glasgow.
The hydrotreated vegetable oil is much less polluting than diesel fuel.
"
121,393,"October 19, 2021",barely-true," California’s shipping backlog is, in part, caused a California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators. ","['National', 'Trade', 'Facebook Fact-checks', 'California', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2021/oct/19/facebook-posts/californias-trucking-regulations-may-have-had-impa/,"Truck drivers have been exempt from the gig worker bill since it was passed and the state’s clean air regulations have been in place since 2008. While the rules may have had some impact on trucking decisions in the state, the post overstates how much and omits the major role the pandemic has played. The COVID-19 pandemic has caused widespread layoffs and factory closures that haven’t yet bounced back to meet the surging consumer demand. RELATED: High prices and depleted shelves: Here’s why the supply chain is a mess — and will be for a while","The shipping pileup at California’s ports is part of a worldwide supply chain crisis largely exacerbated by the COVID-19 pandemic and a lack of supplies, equipment and workers, not the state’s rules and regulations on the trucking industry.
Truck drivers have been exempt from the so-called gig worker bill since it was passed and the state’s clean air regulations have been in place since 2008.
Industry experts said the rules certainly impact the availability of drivers and trucks, but acknowledged that many other issues are impacting the movement of goods through U.S. ports.
"
122,394,"October 15, 2021",barely-true, Says Dr. Anthony Fauci said he will not take a PCR COVID test. ,"['Facebook Fact-checks', 'Coronavirus', 'Instagram posts']",https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/misleading-video-implies-anthony-fauci-doesnt-supp/,"An Instagram post claims that Fauci said he wasn’t going to take a COVID-19 test. The video takes Fauci’s words out of context to make it look like he distrusts PCR testing for COVID-19. Fauci’s comment came at the start of the pandemic, when testing supplies were tight, and certain groups were prioritized for testing. Fauci didn’t have COVID-19 symptoms, so he wouldn’t have been prioritized for testing. In the full clip, on CNN, Fauci explained that he would get a COVID-19 test if he were in a situation that put him at a higher risk of contracting the coronavirus.","The CNN clip is from March 15, 2020, when COVID-19 test availability was limited, and tests were prioritized for specific groups. Fauci said he wasn’t getting a test because he didn’t have symptoms, which was consistent with CDC guidance at the time.
The clip cut off before Fauci’s explanation of when he would get a test. He said he’d get tested if he were in a higher risk situation.
"
123,395,"October 15, 2021",barely-true, Over 2 million injuries from COVID-19 vaccines have been reported to the World Health Organization. ,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts']",https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/who-database-not-proof-covid-19-vaccines-are-harmf/,"An Instagram post claims that more than 2 million injuries related to the COVID-19 vaccines have been reported to the WHO. The post takes reports to the health organization out of context. The injuries are a compilation of reports sent to the WHO of suspected side effects, and have not been independently confirmed scientists. Billions of doses of the COVID-19 vaccines have been administered across the world, and health agencies have continued to vouch for their safety and effectiveness.","An Instagram video used information from the World Health Organization that's taken out of context.
The health agency stresses the information presented in its databases does not prove a definitive link between the reported side effects and the COVID-19 vaccines.
The vaccines have been deemed safe and effective by health agencies across the world, and more than six billion doses have been administered to people.
"
124,396,"October 15, 2021",barely-true, The media is pretty quiet about Florida s decline in COVID cases. No mask mandates or vaccine mandates. ,"['Public Health', 'Florida', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts']",https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/media-reported-weeks-drop-florida-covid-19-cases-w/,"An Instagram post stated: The media is pretty quiet about Florida s decline in COVID cases. No mask mandates or vaccine mandates. News media have reported for weeks on the recent decline in COVID-19 cases in Florida. Florida does have measures that restrict mask mandates in schools and limit requirements to show proof of vaccination. But the decline in cases occurred only after Florida led the nation, and Florida still ranks among states with the highest case rate.","News media have reported for weeks on the recent decline in COVID-19 cases in Florida.
Florida does have measures that restrict mask mandates in schools and limit requirements to show proof of vaccination. But the decline in cases occurred only after Florida led the nation, and Florida still ranks among states with the highest case rate.
"
125,397,"October 15, 2021",barely-true, U.S. acres burned each year are much fewer now — even in our worst years — than was the case in the early 20th century. ,"['National', 'Climate Change', 'California', 'Heartland Institute']",https://www.politifact.com/factchecks/2021/oct/15/heartland-institute/no-wildfires-werent-bigger-1920s-and-30s-today/,"The Heartland Institute said, U.S. acres burned each year are much fewer now — even in our worst years — than was the case in the early 20th century. However, over the years, researchers concluded that the federal data was deeply flawed. While there might have been some undercounting, double and triple counting also took place. Most damaging of all, in the 1920s and 1930s, millions of acres of intentional fires in the southeast were counted as wildfires. One climate change skeptic called the government data a lie. This year, the government withdrew its original dataset, and now only provides counts starting in 1983. There is no national level analysis going back to the turn of the last century, but an analysis of 11 western states suggests that the toll of fires today is at least on par with the fires in the first few decades.","Flawed government data appears to show a massive decline in wildfires after 1930.
The data suffered from double and triple counting, and in the 1920s and 1930s, federal officials wrongly recorded millions of acres of intentional fires as wildfires.
The best assessments suggest that fires today are about on the scale the country saw in the first few decades of the 20th century.
"
126,400,"October 8, 2021",barely-true, It s been confirmed that the Pfizer COVID-19 vaccine isn t guaranteed after six months. ,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Kimberly Klacik']",https://www.politifact.com/factchecks/2021/oct/08/kimberly-klacik/claim-pfizer-covid-19-vaccine-not-guaranteed-after/,"Klacik said it s been confirmed that the Pfizer COVID-19 vaccine isn t guaranteed after six months and suggested it loses all effectiveness. The vaccine never came with any guarantee. In preventing hospital admission, the vaccine remained 90% effective over six months, the study found.","Advocates for COVID-19 vaccines have not promoted the vaccines as being “guaranteed.”
Klacik’s claim alludes to a study that found that the effectiveness of Pfizer’s vaccine in preventing infection decreased over time, though it remained 90% effective in preventing hospital admissions.
"
127,407,"January 28, 2022",false," Large, peer-reviewed research study proves ivermectin works as a COVID-19 preventative. ","['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2022/jan/28/facebook-posts/study-brazil-ivermectin-covid-19-prevention-flawed/,"An article shared on Facebook about an ivermectin study out of Brazil states that the large, peer-reviewed research study proves ivermectin works. The article is being promoted the Front Line COVID-19 Critical Care Alliance, a group that promotes the use of ivermectin to treat COVID-19. Two of the study’s authors are members of the group. The study, one of its authors said, does not definitively prove that ivermectin works as a prevention or treatment for COVID-19. Experts not involved in the study pointed out serious flaws in the study and conflicts of interest with its authors. The FDA and WHO have not changed their positions on the use of ivermectin outside of clinical trials.","Experts we spoke with point out serious flaws in the study’s methodology and conclusions.
Health officials in Itajaí said that most residents they initially distributed the drug to did not take all five doses as recommended.
The FDA and World Health Organization still do not recommend the use of ivermectin in treating or preventing COVID-19 outside of clinical trials.
One of the study’s authors said ivermectin seemed to work  at preventing COVID-19, but he never said it was “proven.”
"
128,408,"January 28, 2022",false, All these athletes are dropping dead on the field after receiving the COVID-19 vaccination. ,"['National', 'Public Health', 'Wisconsin', 'Coronavirus', 'Ron Johnson']",https://www.politifact.com/factchecks/2022/jan/28/ron-johnson/johnson-wrong-claim-covid-vaccines-are-killing-ath/,"Johnson claimed that all these athletes are dropping dead on the field after receiving the COVID-19 vaccination. But similar claims have repeatedly been debunked – doctors have not encountered athletes dropping dead from the vaccine. And doctors for the two European soccer players Johnson’s staff cited have said those cardiac episodes were not caused the vaccine. There is also the obvious problem with those cases, as they relate to supporting Johnson’s claim, so far as that the two athletes are not, well, dead. Finally, health experts have also said that no research shows the link between sudden death incidents in sports players and vaccines.","Backup evidence provided by Johnson’s office has previously been debunked.
In one case, his office cited two European soccer players who collapsed, but lived
Athletes are not dropping dead on the field after getting vaccines, according to sports doctors.
"
129,411,"January 26, 2022",false," There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court. ","['National', 'Public Health', 'Sports', 'Coronavirus', 'John Stockton']",https://www.politifact.com/factchecks/2022/jan/26/john-stockton/john-stocktons-claim-hundreds-athletes-are-abruptl/,"Stockton claimed over 100 professional athletes who are vaccinated are dropping dead, right on the pitch, right on the field, right on the court. This is not backed up any science or actual data. There have been no official reports linking the vaccines to heart issues in athletes and sports cardiologists said they haven’t seen athletes collapse after getting vaccinated against the virus. Lists of athletes this has supposedly happened to have included people who didn’t die, didn’t get the vaccine, or had a family history of heart issues.","Stockton’s claim is not backed up by any scientific evidence. There have been no reports linking the COVID-19 vaccines to heart issues in athletes and sports cardiologists said they haven’t seen athletes collapse after getting vaccinated against the virus.
Previous lists of athletes this has supposedly happened to have included people who didn’t die, didn’t get the vaccine, or had a family history of heart issues.
"
130,416,"January 25, 2022",false," COVID-19-induced pneumonia is is actually mast cell degranulation of the lungs, a type of allergic reaction. ","['Science', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2022/jan/25/facebook-posts/doctors-dispute-claim-covid-19-pneumonia-actually-/,"They said mast cell activation is a part of the body’s reaction to COVID-19 pneumonia. It’s an immune response that can be caused pneumonia or other triggers, such as an injury or skin condition.","Medical doctors disputed a Facebook claim that COVID-19 pneumonia is actually “mast cell degranulation of the lungs,” or an allergic reaction.
Symptoms of COVID-19-induced pneumonia include shortness of breath, increased heart rate and low blood pressure.
"
131,417,"January 25, 2022",false, President Joe Biden gave Congress an exemption from vaccine mandate ,"['Congress', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2022/jan/25/facebook-posts/biden-didnt-exempt-congress-vaccine-mandate-he-sim/,"A Facebook post says that Biden gave an exemption to his COVID-19 vaccine mandate to members of Congress. Congress belongs to the legislative branch of government, and therefore was never subject to the president’s executive order, which applies only to the executive branch. Biden did not have the authority to mandate vaccines for members of Congress.","President Biden’s executive order mandating COVID-19 vaccines for federal workers applies only to those in the executive branch of government.
Congress is in the legislative branch, one of three separate but equal branches.
“Another way to think about it is that members of Congress work directly for the people, not for President Biden,” a law expert told PolitiFact.
"
132,418,"January 24, 2022",false," A German doctor discovered the COVID-19 vaccines include graphene oxide or graphene hydroxide, and the full list of ingredients is secret because of the emergency use authorization. ","['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2022/jan/24/facebook-posts/covid-19-vaccines-do-not-contain-graphene-are-not-/,"A Facebook post links to a video that says a German doctor discovered the COVID-19 vaccines include graphene oxide or graphene hydroxide. A speaker in the video also says, Because these injections are experimental and they re only being used under the EUA, we do not know the full list of ingredients that s in them. No one knows. COVID-19 vaccines do not contain any form of graphene. They are not experimental. And the full list of ingredients has been published manufacturers."," COVID-19 vaccines do not contain any form of graphene. 
 The vaccines are not experimental. They have undergone months of clinical testing; data shows they are both safe and effective; and they have been safely administered to hundreds of millions of Americans. 
 The full list of ingredients for all three vaccines approved for use in the U.S. — Pfizer, Moderna and Johnson & Johnson — has been shared by manufacturers. 

"
133,419,"January 24, 2022",false, The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities. ,"['National', 'Public Health', 'Sports', 'Coronavirus', 'Aaron Rodgers']",https://www.politifact.com/factchecks/2022/jan/24/aaron-rodgers/aaron-rodgers-repeats-debunked-cdc-data-covid-19-d/,Rodgers claimed that the CDC said that 75% of COVID-19 deaths involved people who had four or more comorbidities. This misrepresents the CDC’s findings. The figure is based on a study involving fully vaccinated individuals that found over 75% of deaths in that group occurred in people who had multiple other diseases and conditions.,"The CDC didn’t find that 75% of COVID-19 deaths occurred in individuals who had at least four other illnesses or diseases, known as comorbidities. The figure is based on a study of 1.2 million fully vaccinated people that found around 78% of deaths in the group occurred in people with four or more other illnesses, bolstering the argument that vaccines work.
The claim started circulating in mid-January after an edited clip of an ABC ""Good Morning America” interview with CDC Director Dr. Rochelle Walensky cut off part of her quote, omitting the context that the study involved only vaccinated people.
"
134,427,"November 15, 2021",pants-fire, Children are 50 times more likely to be killed the Covid vaccines than the virus itself. ,"['Children', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Viral image']",https://www.politifact.com/factchecks/2021/nov/15/viral-image/kids-50-times-more-likely-be-killed-covid-19-vacci/,A viral image claimed that children are 50 times more likely to be killed COVID-19 vaccines than the virus itself. Several hundred children have died from COVID-19.,"There is no clear evidence COVID-19 vaccines have caused any deaths.
Several hundred children have died from COVID-19.
"
135,435,"October 29, 2021",pants-fire, Japan drops vax rollout ,"['Facebook Fact-checks', 'Coronavirus', 'Hal Turner Radio Show']",https://www.politifact.com/factchecks/2021/oct/29/hal-turner-radio-show/japan-still-vaccinating-people-against-covid-19/,"An article published the Hal Turner Radio Show said, Japan drops vax rollout. Japan did not stop its COVID-19 vaccine rollout. More than 71% of the country’s population had been fully vaccinated against COVID-19 as of Oct. 28. Ivermectin was not a factor in the country’s recent turnaround in COVID-19 cases and hospitalizations and is not approved the Japanese government as a medicine to treat COVID-19."," Japan has not stopped its COVID-19 vaccine rollout. The day after this claim was published, Japan administered nearly 600,000 COVID-19 vaccines in a single day. 
 More than 71% of the country’s population has been fully vaccinated against COVID-19 as of Oct. 28.
 Ivermectin is not approved by the Japanese government as a medicine to treat COVID-19.
"
136,439,"September 25, 2020",true, (Republicans) have the power to overturn the (state of emergency) order joint resolution and they refuse to do it. ,"['Public Health', 'Wisconsin', 'Coronavirus', 'Chris Larson']",https://www.politifact.com/factchecks/2020/sep/25/chris-larson/yes-republicans-could-end-evers-state-emergency-an/,"Larson said in a tweet that the Republicans who control the Legislature have the power to overturn the order joint resolution and they refuse to do it. That’s correct. Republicans have the majority in both houses and the power under state statute. Whatever the reason, they have not acted to end the governor’s state of emergency and accompanying mask mandate.","Republicans are again blasting Evers after he declared his third state of emergency  of the pandemic, extending the mask mandate.
But state law lets the Legislature end any emergency order with a simple majority vote, and Republicans control both the Senate and the Assembly.
The Senate leader has said he has the votes to defeat an emergency order, but Assembly Speaker Robin Vos has chosen not to convene his branch.
"
137,440,"September 18, 2020",true," Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians. ","['Missouri', 'Coronavirus', 'Caleb Rowden']",https://www.politifact.com/factchecks/2020/sep/18/caleb-rowden/rowdens-right-cares-act-funds-werent-paid-out/,"Caleb Rowden said: Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians. We found that $2.1 million had been approved for two organizations that requested CARES Act funds. But that money had not been sent the Boone County Commission at the time of Rowden’s post. Although it was promised, the money had not hit the bank accounts of either organization.","The state gave Boone County $21.2 million in CARES Act funds in May. As of Sept. 11, that money had not yet been sent to applicants.
Rowden referred in his statement to a portal for funding requests that the Boone County Commission had not yet opened. It opened five days later.
"
138,448,"August 13, 2020",true, Says the U.S. Senate is dominated millionaires and that he is not one of them. ,"['National', 'New Jersey', 'Coronavirus', 'Cory Booker']",https://www.politifact.com/factchecks/2020/aug/13/cory-booker/cory-booker-said-us-senate-dominated-millionaires-/,"Booker said that the Senate is dominated millionaires and that he is not one of them. Roughly two-thirds of U.S. senators are millionaires, and no, Booker isn’t one of them, data show.","Net worth data compiled by the nonpartisan Center for Responsive Politics for 2018, the most recent year available, shows that almost two-thirds of U.S. senators’ net worth exceeds $1 million.
U.S. Sen. Rick Scott, a Florida Republican, and U.S. Sen. Mark Warner, a Virginia Democrat, are the body’s wealthiest lawmakers. Each reported a net worth of more than $200 million dollars, the data show.
Fifty-seven lawmakers reported net worths of between $1 million and $100 million, including Pennsylvania Republican Pat Toomey, who is worth about $2 million, the data show.
"
139,450,"July 30, 2020",true," Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance. ","['Health Care', 'Texas', 'Coronavirus', 'M.J. Hegar']",https://www.politifact.com/factchecks/2020/jul/30/mj-hegar/how-many-texans-cant-access-health-insurance-cover/,"Hegar said 1 in 5 Texans did not have health insurance coverage before the pandemic, and now ""nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance."" Hegar is right about how many Texans under 65 were previously uninsured. The number of Texans without access to health insurance during the pandemic is harder to pin down, but her ""nearly 1 in 3"" remark reflects the latest available estimates.","The latest data on health insurance coverage shows that in 2018 about one in five Texans was uninsured, as Hegar said.
The number of Texans who ""don't have access"" to insurance coverage during the pandemic is harder to pin down, but her “nearly 1 in 3” remark reflects the latest available estimate.
"
140,453,"July 23, 2020",true," Taxpayers spent $70,000,000 to develop this drug ( remdesivir). ","['Drugs', 'Health Care', 'Wisconsin', 'Coronavirus', 'Public Citizen']",https://www.politifact.com/factchecks/2020/jul/23/public-citizen/yes-taxpayers-have-sunk-least-70-million-developin/,"Public Citizen wrote that taxpayers paid $70 million to develop remdesivir. Three separate projects from agencies that are funded taxpayer dollars, adding up to $70 million, have commenced since 2015.","When the drug that would come to be known as remdesivir was identified as a possible treatment for the Ebola virus, the Department of Defense paid Gilead to develop it, to the tune of $34.5 million today
A $6 million grant from the National Institutes of Health was awarded to researchers at the University of North Carolina to speed the development of remdesivir
NIH also sunk $30 million into the clinical trial to observe how remdesivir acted against COVID-19 earlier this spring
Both the Department of Defense and NIH are federal agencies whose budgets stem from tax dollars
"
141,456,"July 10, 2020",true," Higher education is one of America s strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy. ","['Immigration', 'Economy', 'Education', 'Pundits', 'Trade', 'PunditFact', 'Coronavirus', 'Chris  Hayes']",https://www.politifact.com/factchecks/2020/jul/10/chris-hayes/msnbcs-chris-hayes-right-economic-impact-internati/,"Hayes said, Higher education is one of America s strongest export sectors. Over 1 million international students studied at American universities, 2018-19 school year. They contributed over $40 billion to the economy. Government agencies, academic experts and nonprofit organizations said Hayes’ statistics are correct. The money the U.S. gets from foreign students studying at its colleges and universities makes education one of the country’s top service exports.","A new Trump administration directive would bar foreign college students from staying in the U.S. if they take all their courses online.
Hayes’ statistics are accurate. Education was the sixth largest U.S. service export in 2019, the International Trade Administration told PolitiFact.
"
