,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Context Length,Poem Length
98,"“[Ski jumping] is ‘one of the most eating-disorder plagued sports’… ‘If you’re lighter, you have an advantage’…‘There will be consequences to not fueling your body how it should be fueled, maybe not right away, but over time.’“","Lightfully flightfully,
underweight ski jumpers
aerodynamically
riding the breeze
 
find in the long run that
non-alimentary
diets can put them out
over their skis.
 

",Silly,,,,,227,168
99,"“[Starbucks] said Monday that by 2020, it will be using straws made from biodegradable materials like paper and specially designed lids.”","We teetered on the edge of the abyss,
brought to the brink of doom by plastic straws.
Who ever thought the world would end like this?
Then Starbucks bravely rallied to our cause!

The clouds of gloom disperse, the sun shines through.
“Three cheers!” I say and raise a grateful venti.
“To Starbucks, they have saved us, yes it’s true!
If we can just hold on till 2020.”


",,,,,,137,371
100,“[The] exhibit opened as a pop-up on the National Mall.”“Judges block pop-up beach parties in 2 Jersey Shore towns.”“Black business owners celebrate Juneteenth with pop-up event in Roseland”“Pop-up driver licensing offices coming to Kentucky Counties.”“…Festival hosts pop-up church service.“,"Jiggery-poppery,
pop-up phenomena
all of a sudden are
everywhere. Yup,
 
just when you wish you were
finished with pop-ups they
phraseologically
keep popping up.
 

",Silly,,,,,292,165
101,"“‘[Sex and the City] fans, like me, are saddened by the news that Mr. Big dies of a heart attack,”Dr. Suzanne Steinbaum, a member of Peloton’s health and wellness advisory council and apreventative cardiologist told the LA Times. “Mr. Big lived what many would call an extravagantlifestyle… . Riding his Peloton Bike may have even helped delay his cardiac event.” ","When Mr. Big collapsed onscreen,
our shares went in the tank.
Though we’d be sorry to sound mean,
he had himself to thank.

Cocktails, cigars, high risks, big steaks—
the list goes on and on.
Those were his lifestyle-choice mistakes,
and not his Peloton.


",,,,,,364,257
102,“‘Being too aspirational is repellent now’—the rise of the ‘genuinfluencers'” ,"Cut all those aspirations down to size!
Aim lower, you’ve dejection to project,
And as the genuinfluencers rise,
Genuflect.
 
",Topical/Witty/Wit-Wordplay,,,,,78,126
103,“‘Cheese is like heroin’: New York mayor raises eyebrows with drug comparison“,"The eyebrows of New York are raised,
And dropped is its collective chin:
The Mayor has got his people fazed,
Comparing cheese to heroin.
 
It’s true that both are mostly white,
And execrably over-priced,
But heroin’s a powder (right?),
While cheese, in general, is sliced.
 
A doctor quickly ascertains
The damage wrought by both of these,
But heroin invades your veins,
While cheese prefers your arteries.
 
Both dairymen and pushers boast
They have the perfect schoolyard snack,
But heroin’s no good on toast,
And no one orders mac ’n‘ smack.
 
The Mayor has yet to change his mind.
“Cheese is like heroin!” he states,
And wildly eyes a Stilton rind;
However painfully it grates,
 
There’s possibly some truth therein,
Allowing this proviso, please:
Cheese, maybe, is like heroin,
But heroin is not like cheese.
 

",,,,,,78,817
104,"“‘Fictosexual’ man married hologram bride, but now struggles to bond with her“","We shared a page; it isn’t hype,
Though cynics thought our tale a sham:
We found we were each other’s type,
As hollow heart met hologram.
 
Our love was deep: we went beyond
The bounds of the conventional,
But recently I’ve found our bond
A little two-dimensional.
 

",,,,,,78,268
105,“‘Fluffy’ crab that wears a sponge as a hat discovered in Western AustraliaFamily found a Lamarckdromia beagle specimen washed up on the beach in Denmarkin southern [Western Australia]“,"No crab with any chic still wears a helmet,
Enjammed upon its headpiece like a pelmet:
Those dungenesses—let them all go dunge!
Wear a sponge.
 
Don’t squat inside a rockpool like a hermit;
In horsehair (or whatever you may term it);
Discard those fashion blunders—just expunge!
Wear a sponge.
 
A horseshoe’s not aesthetically lucky;
A shelly head is really rather yucky;
Those barnacles went out with last year’s grunge!
Wear a sponge.
 
This summer’s look’s not blue or snow or spider;
It’s soft and downy—wrap your eyes in eider!
Go feminine this season—take the plunge!
Wear a sponge.
 

",,,,,,185,593
106,“‘Ghosts’ try to spook people off streets during coronavirus in Indonesia“,"Enveloped in their winding sheets
With bunching folds up top,
They stalk the Indonesian streets
(Well, actually, they hop):
 
A sight to scare the least devout,
A terrible tableau,
A ruinous reminder out
Of Edgar Allan Poe.
 
O you whom Covid has not stopped,
Who never even blench:
Behold these apparitions propped
Upon a public bench;
 
Beware, proud fools who strut and brag:
Run home now and behave,
Or something in a long white bag
Will glare you to your grave!
 

",,,,,,74,470
107,“‘He’s a Small Man of Five-Six Saying He’s Five-Seven’: The Psychology Behind Putin’s War“Short leaders “suffer from what can be referred to as the ‘Napoleon complex’…little men may try to compensate short stature by an extreme drive…and initiate conflicts more frequently.”,"Itsally-bitsally
Vlad the Barbarian
terrifies nations, though
physically small.
 
Sometimes diminutive
megalomaniacs’
complexes aren’t very
complex at all.
 

",Silly,,,,,274,159
108,“‘Hillbilly’ to Capitol Hill? Author eyes Senate bid in Ohio… Vance says he’s ‘thinking seriously’ about running for the Senate… [His] success is likely to hinge on whether the state’s white working-class voters embrace him as a home-state hero or an opportunist… Part of the Appalachian code warns against getting ‘too big for your britches.’“,"Willity nillity,
Hillbilly Elegy
author eyes Senate, and
might have a chance,
 
though if they find that he
opportunistically
outgrows his pants, maybe
Vance won’t advance.
 

",Silly,,,,,344,176
109,"“‘I am considering… the honor to go into the position of politics, as the governor of Texas,’McConaughey said… ‘I would say, as far as running, I’m not until I am. So my decision hasn’t changedbecause I’m still not.’” ","Loosily-goosily,
Matthew McConaughey
hasn’t said yes, but he
hasn’t refused,

leaving his possible
gubernatorial
rivals a little bit
Dazed and Confused.


",Silly,,,,,218,155
110,"“‘I hear it in my sleep’: CVS to update hold music that ‘haunted’ psychiatrist …‘CVS hold music stimulates the almond-shaped amygdala that sits in our reptilian brains,’ he wrote, ‘and that’s not good.'”","“That strain again!” he cries in pain,
“I’d nuke it if I could;
It sits in my reptilian brain,
And that’s not good.”

Oh that’s not good, no that’s not good,
It could not well be less;
It hurts your mental hardihood:
Blame CVS.

“Now, I am a psychiatrist:
My mind is iron-clad;
I don’t go lightly round the twist;
But this is bad.”

Oh this is bad, yes this is bad;
For all its shapeliness,
The poor amygdala’s half mad;
Blame CVS. 

“I’ve been on hold, all told, for years;
My hand has turned to wood;
I’ve started carving off my ears;
And that’s not good.”

Oh that’s not good, and this is bad,
And though I must confess
You really could hang up, I’ll add:
Blame CVS.


",,,,,,203,672
111,“‘Is It Okay To. . .’: The Bot That Gives You An Instant Moral Judgment“,"The words of great philosophers, though plagued by human folly,
Are moral more than merely epigram,
But only if they lived and walked among us here, by golly—
Said no sage yet, I think, therefore I RAM.
 
",,,,,,72,205
112,"“‘It was angry, vicious’: spate of squirrel attacks leave NYC neighborhood in fearAt least three people in Rego Park, in Queens, have been jumped upon and bitten by a possibly deranged squirrel” ","It looked so darned attractive as it fluffed its golden pelt,
And then it started biting. Just imagine how I felt!
It turned out angry, vicious too, and possibly deranged;
And many of my neighbors now are acting quite estranged.

My dog would never trust it, so I shut my dog inside;
My cat looked very hostile and I think my hamster tried,
But when I saw those piercing eyes and opalescent teeth,
I simply had to go to it and cup my hands beneath.

And now we’re in The Guardian, and everyone’s aghast;
It hurt me, I’ve admitted it, but that’s all in the past,
And unity is what we want, so please let’s now forget.
The fact I fed it doesn’t mean this creature was my pet.


",,,,,,195,676
113,“‘My pubic hair paintings could hang in your living room’: the artists reclaiming women’s sexuality“,"My pubic hair paintings could hang in your living room!
Think of the prospect, the wondering hush:
Find yourself, purchaser, simply by giving room,
Brushing with justice and fame! (What a brush!)
 
The pubic is public, it’s not just a hobby;
Re-snatched sexuality’s now a hot buy:
Hang me with pride in your foyer, or lobby,
Or 30-foot atrium. (Discounts apply.)
 

",,,,,,100,366
114,"“‘No more switching clocks’: Senate passes act to make daylight saving time permanent:Sunshine Protection Act needs approval from the House, and the signature of Joe Biden,to become law“","We can’t protect Afghanistan,
We can’t protect Ukraine,
But needy Sunshine? That we can!
Protect, protect again!
 
We can’t protect the Capitol,
We can’t protect the Earth,
But, Congress, when it comes to Sol,
Protect for all you’re worth!
 
We can’t protect our youth from guns,
We can’t protect the poor,
But when the crisis is the Sun’s,
Protect and damn the score!
 

",,,,,,186,372
115,"“‘Ping Pong Diplomacy’ Celebrates 50 Years, Just as U.S., China Need It Again“","Whiffledy-whaffledy
Ping-Pong Diplomacy,
started by Nixon and
Chairman Zedong,
 
needs, as it reaches its
semicentennial,
President Joe to play
Xi Jinping-Pong.
 

",Silly,,,,,78,164
116,“‘QAnon Shaman’ Jacob Chansley sentenced to 41 months in prison for role in US Capitol riot …[In court] Chansley… described wanting to live his life like Jesus Christ and Gandhi.“,"How fearsome you looked in your horns & your fur
& your mug all encrusted in paint…
So, maybe a talented LARPer you are—
a messiah you certainly ain’t.
 
",,,,,,179,154
117,"“‘Quantum hair’ could resolve Hawking’s black hole paradox, say scientists“","That paradox I don’t condemn
(I lack the brains to doubt it)
But as to this new theorem,
I’m quite enthused about it.
 
That spacetime gaps are bald and bare
Has never had me spitting,
But when I think of Einstein, hair
Does seem a lot more fitting.
 

",,,,,,75,253
118,“‘Sorry our baby might ruin your flight. Please accept this goodie bag.’Kind gesture or unreasonable expectation? The public is divided.“,"Baby’s crying? Never mind.
In this little pack you’ll find
items that will make all right.
Use them and enjoy your flight.
 
What’s that? You don’t mind the kid?
What you mind is what I did?
You take umbrage at my treat?
Screw you! You can change your seat!
 

",,,,,,137,261
119,“‘That fella down under’: Joe Biden forgets Scott Morrison’s name during historic pact announcement“,"Thinking today how the English for “blunder”
Happens to rhyme with Australia’s “down under”—
Verily, scarily, how our Joe Biden
Forces the faux pas horizons to widen!
 
",,,,,,100,169
120,"“‘The Nature of Middle-earth, a collection of previously unpublished J.R.R. Tolkien essays…will be released by HarperCollins in June 2021.’ … The topics [include] ‘Elvish immortalityand reincarnation.'”","Higgledy-hobbity,
J.R.R. Tolkien
soon will reveal how the
soul of an elf,

being immortal and
reincarnational,
always returns—like the
author himself.


",Silly,,,,,202,153
121,“‘The NRA is in grave danger’: group’s troubles are blow to Trump’s 2020 bid” ,"Wayne LaPierre is not in danger.
Trump’s campaign is fine.
There’s no situation-changer.
Don’t be spun a line.

Never mind how many students
End up being shot.
Will they change the jurisprudence?
Obviously not.

Though it’s bright inside our bubbles,
Life outside is grey.
Do not trust the so-called troubles
Of the NRA.


",,,,,,78,323
122,"“‘We Don’t Need Another Michelangelo’: In Italy, It’s Robots’ Turn to Sculpt“","Take note, young sculptors, Venice to Milan—
Your genius and your skill are no more needed,
For these machines work harder than you can
And don’t complain when they get superseded.
 
They may not have a vision, style, or grace
Or any other trait that art requires,
But we can fit a dozen in one space
And run them round the clock—how this inspires!
 
And who’s to say a hundred years from now
(For those of us who might be down-the-roaders)
That we’ll recall what art was anyhow—
By that point all the “artists” will be coders.
 

",,,,,,77,531
123,"“’Anna Delvey,’ Fake Heiress who Swindled N.Y.’s Elite, is Found Guilty”","She partied with the richest belles
(Her chutzpah was sublime),
Till, after buying so much else,
She could not buy more time.
 
",Topical/Witty/Wit-Wordplay,,,,,72,128
124,"“’He expressly led you to believe that President Trump’s supporters believe that the president wanted … the cavalry ready for physical combat,’ Schoen said. ‘The problem is, the actual text is exactly the opposite. The tweeter promised to bring the Calvary, public display of Christ’s crucifixion, a central symbol of our Christian faith with her to the president’s speech, a symbol of faith, love and peace.’” ","To rid our land from salvery,
I swore I’d bring the Calvary!
The whole cursade went swimmily.
We’re planning a fascimile.
 
",,,,,,411,124
125,“’Milli Violini’: I was a fake violinist in a world-class miming orchestra’” ,"I’ve longed to play the violin
Since I was just a tiddler.
What matter if I’ve ears of tin?
I’m still a world-class fiddler.
 
",,,,,,77,127
126,"“’Our friends in the mainstream media are quite fond of labeling January 6 as an insurrection or even a rebellion. But are those descriptions accurate, or are they hyperbolic?’ Fallon asked. He did acknowledge an ‘unruly and dangerous mob broke the law, trespassed, committed various other crimes…’” ","Higgledy-haggledy,
Fallon the Congressman
might have acknowledged a
couple of times,

even while trying to
unhyperbolically
do just the opposite,
Capitol crimes.


",Silly,,,,,300,164
127,"“’Very rarely do magpies attack more than one or two people,’ said Darryl Jones, a magpie expert at Griffith University. ‘It’s the same individual people that they attack each time.’And magpies have long memories: One of Dr. Jones’s research assistants was attacked upon his return after 15 yearsaway from one bird’s territory. As Sean Dooley, the public affairs manager of Birdlife Australia, put it,‘If you think it’s personal, you’re right.’“","Don’t trifle with a magpie.
He will not soon forget.
He’ll wait till you come back again,
and then you will regret
 
Whatever caused his grievance.
They’re vengeful and they’re smart.
A bird—okay, I’ll say it—
who’s after my own heart.
 

",,,,,,445,239
128,"“’We risk only having respect for things insofar as they resemble human experience and characteristics,’ writes Anna Grear, among the best analysts of [the new “animism”] movement. ‘The law [instead] needs to develop a new framework in which the human is entangled and thrown in the midst of a lively materiality— rather than assumed to be the masterful, knowing centre.’” ","Can someone make this game work?
I’m feeling quite humangled:
The law has made a framework
In which I’ve been entangled.

You shrug this off as kids’ stuff?
I scorn your humentality:
I’m flailing in the midst of
A wild materiality!


",Topical/Witty/Wit-Wordplay,,,,,373,234
129,"“’We were just sitting out in the middle of the ocean and then this huge male seal appeared with an octopus and he was thrashing him about for ages,’ Mulinder told the news channel. ‘I was like ‘mate, what just happened?’ It was weird because it happened so fast but I could feel all the hard parts of the octopus on my face.’","Mulinder was a paddle king, his kayaking was great,
He liked to sit with sea all round and call the creatures “mate”;
He kayaked with his camera, aquatic as a plaice,
Until the day eight tentacles unfurled across his face.

His face was full of octopus—he had no time to dodge;
Like some prehensile blunderbuss, it landed with a splodge.
It did not act with animus, it showed a certain grace,
That octopodic incubus that flipped him in the face.

A mollusk-flinging seal had caught Mulinder off his guard:
He had not known an octopus had parts so very hard.
He scratched his newly-slimy head. “What happened, mate?” he cried;
And wincing at the syllable the whiskered one replied:

“Your face is full of octopus; here’s why I had you sluiced:
I’m not your mate—you’re human, plus we’ve not been introduced.
I see no need to flap and flail; I think I’ve made my case;
Don’t make me find a killer whale to flip you in the face.”


",,,,,,326,929
130,“… [Pope] Francis will have stacked the College of Cardinals with 83 of the 132 voting-age cardinals.… [T]he chances that they will tap a successor who shares Francis’ pastoral priorities become ever greater.“,"Piously biasly,
Jorge Bergoglio
gets 83 of his
cardinals in;
 
stacking the deck with a
supermajority
isn’t, however, a
cardinal sin.
 

",Silly,,,,,209,137
131,“… 42 Russian colonels have died on the ground in Ukraine…“Russia Is Counting Killed Soldiers as ‘Missing’ to Hide Losses.”,"Jiggery-pokery,
colonels on battlefronts
simply go missing, says
Putin. Forsooth,
 
while he prevaricates
propagandistically,
one more goes missing: a
colonel of truth.
 

",Silly,,,,,123,172
132,“… BULLSHIT …“,"Our president knows how to curse.
Like Coolidge, would he were more terse,
Like Hoover, had at least some wit,
And knew, like Nixon, when to quit.
 
",,,,,,14,149
133,“… Even bathroom odors and FLATULENCE are a means of transmission.”,"You thought it was bad, but it’s worse than you thought.
It turns out that COVID- 19 can be caught
if you’re too close to someone and just get a whiff.
So, be on your guard, and FOR GOD’S SAKE, DON’T SNIFF!

Stay out of all bathrooms. Avoid every crowd.
There’s always the chance that the sound won’t be loud.
The virus will get you, and then you will croak,
and Silent But Deadly will not be a joke!

",Bodily,,,,,67,402
134,“… Mr Trump’s fears about the virus have led him to tell aides he is afraid journalists might try to contract coronavirus so they can infect him on Air Force One.“,"The Democrats want millions dead,
According to his son.
He fears the press might settle for
(On Air Force One) just one.
 
",,,,,,163,123
135,"“… New Orleans Saints cornerback Marshon Lattimore was arrested… Lattimore had a loaded handgun, which was later found to be stolen. … At this early stage in the legal process, speculating on where things could develop would be irresponsible at best.“","Fumbledy bumbledy,
Marshon D. Lattimore
blundered, but pundits should
show some restraint;
 
though the reporting’s not
hagiographical,
try to remember the
man is a Saint.
 

",Silly,,,,,251,175
136,"“… you know, the—what looks like a tornado—they don’t call them that anymore…“","Tornado’s not the term these days
for catastrophic, pull-up plans.
I nominate a fitter phrase.
Let’s call them Joe’s Afghanistans.
 
",Topical/Witty/Wit-Wordplay,,,,,78,133
137,"“…more than 80% of the white-tailed deer sampled in different parts of Iowa… tested positive for SARS-CoV-2, or better known as COVID-19.“Where the deer and the antelope play… seldom is heard a discouraging word.”","Readily spreadily
Covid in Cervidae,
unlike a seldom-heard
negative word,
 
rages contagiously;
incontrovertibly,
cervid immunity
seldom is herd.
 

",Silly,,,,,213,149
138,"“…Russia has set out to seize the last parts of the region not controlled by the separatists . . .[During a call with French and German leaders], Putin emphasized that Russia was working to‘establish a peaceful life in Mariupol and other liberated cities in the Donbas.’“","So Putin’s revving up the war
To make the conflict cease?
He’s back in Nineteen Eighty-Four,
Proclaiming, “War is peace.”
 
",,,,,,271,124
139,"“…the banks are now among the biggest profit-generating machines in corporate America…led by gains at Wells Fargo… and Bank of America… It might be a Goldilocksian time for the banks.“A bearish investor, also known as a bear, is one who believes prices will go down…(A bear market) leaves investors feeling pessimistic about the future…”","Stashity cashity,
Bank of America
likes the bull market, an
expert declares.
 
Irony: only in
un-Goldilocksian
times is it apt to be
dealing with bears.
 

",Silly,,,,,337,156
140,"“100 Million Ballots, But Experts Say ‘Heaven And Earth’ Being Moved For Election Mail“","The clerks are working overtime; the drivers strive all night,
The postmen’s sacks half break their backs; no part of this is light.
They need strong will, strategic skill, and also lots of luck:
For revving Heaven’s easy but this Earth seems truly stuck.
 
",,,,,,87,258
141,"“1838 Wallcoverings has unveiled the Essence Collection, a new collection of wallpapersthat combine rich colour palettes from the earth, forests and oceans…“","The palette should be natural,
The style guide extolled.
The vibrant earth and woodland tones
Were striking, rich and bold.
 
Too dear for me, but luckily
My flat is damp and cold—
The walls a vibrant tapestry
Of richly-colored mold.
 

",,,,,,157,237
142,“2020: The Worst Year Ever“,"Odious, hideous
annus horribilis,
get thee behind us, and
don’t come again;
 
thus we admonish you
apotropaically—
adding, perhaps, “what an
annus you’ve been!”
 

",Silly,,,,,27,164
143,“25 employees suffer burns after hot coal team-building event in Switzerland“,"To break the ice, sometimes the Swiss
walk barefoot over steaming coals.
The argument for doing this,
presumably, is full of holes.
 
",,,,,,77,134
144,“2-foot-tall cow posthumously recognized as world’s shortest.“Catfish eaten before being verified can’t qualify for record.”,"Higgledy-fickledy,
bovine mammalians
no longer living are
recognized, but
 
fish are disqualified
post-existentially.
What’s with the rules? Are they
fishy, or what?
 

",Silly,,,,,124,169
145,“6 Dr. Seuss books won’t be published anymore because they portray people in ‘hurtful and wrong’ ways“,"The Foxters were fuming, the Foxters were sad.
Now Seuss is offensive? The left has gone mad!
But was there one word from some talking head’s mouth
Against Disney for “canceling” Song of the South?
 
From that unabashed racism back in the day
We’re en route to a better American way.
Though so many Seuss words and Seuss pictures are good,
Still he could have done better, as all of us should.
 
He is one of the greats and a man of his time,
So to love him and yet look askance is no crime.
We just hope we are raising our children so well
That when we, too, go wrong they’ll be able to tell.
 

",,,,,,102,597
146,"“A ‘Tidal Wave’ In Psychology:… Studies suggest psilocybin [the psychedelic drug in “magic mushrooms”] may be able to treat depression, PTSD, anxiety, obsessive-compulsive disorder, and substance use disorder, among others.“","Abstinence, schmabstinence?
Persons Anonymous
Schlepping the Twelve-Step are
Plunged into doubt.
 
Maybe recovery’s
Pharmacological?
Better to turn on, tune
In, and drop out?
 

",Silly,,,,,224,178
147,"“A 100,000-Year-Old Mammoth Tusk Has Been Discovered Off The Coast of California“","How came this ancient mammoth’s tusk
Upon the ocean’s floor
(Reduced, in fact, from tusk to husk),
A sight unknown before?
 
I do not know, and cannot ask;
But this I think’s the truth:
Real knowledge is a mammoth task,
Not just a mammoth tooth.
 

",,,,,,81,249
148,"“A 520-million-year-old, five-eyed fossil reveals arthropod origin“","Such “shrimp-like” creatures with five eyes
From eons past reveal,
Besides the source of mites and flies,
Why few of them appeal.
 
",,,,,,67,132
149,"“A British Airways plane scheduled to travel from London for Düsseldorf mistakenly flew its passengers to Edinburgh instead. …After two and a half hours on the tarmac at Edinburgh airport, the refuelled passenger jet … took off again for Düsseldorf.“","At least they were not müscled orf,
Those passengers for Düsseldorf;
But O what rage and dread incurgh
The crew that flew to Edinburgh?
 
Although a stern and awful füss
Reversed the flight to Dorfeldüss;
The airline’s image, once mercurghial,
Has yielded to an Edinburghial.
 

",,,,,,250,279
150,“A cyclist survived an attack from a 500-pound bear by kicking the animal…“,"Steadily pedaly
quadriceps femoris,
bicycle-trained to be
powerfully quick,
 
offers a grizzly a
highly discouraging
unmetaphorical
finishing kick.
 

",Silly,,,,,75,151
151,“a disappointment in every sense of the word“,"A winner in every sense of delusion,
He’s fuming in every sense of deranged
At a crony in every sense of collusion
Turned outcast in every sense of estranged.
 
A loser in every sense of denial
With fraud claims in every sense of absurd
And trash talk in every sense of revile,
He bullshits in every sense of the word.
 

",,,,,,45,322
152,“A discussion panel at the Davos World Economic Forum has become a sensation after a Dutch historian took billionaires to task for not paying taxes.,"As Davos’ billionaires began
To scratch each other’s backs,
A strange, farouche historian
Leapt up and shouted tax.

“You do not pay enough!” he cried;
A slogan which forthwith
The massed philanthropists denied
As economic myth.

“Pray look around,” they urged him, stunned:
“Behold how much we give!
Our institute! Our special fund!
Our youth initiative!

“We’ve founded schools! Created jobs!
Just read this dossier!”
The ingrate answered, through their sobs:
“Don’t give before you pay.

“Tax, tax, and tax! No more BS!”
This unrefined refrain
Has guaranteed, as you may guess,
He’ll not be asked again,

Until he’s learned that truth the poor
Are so unapt to learn:
You cannot get a tax break for
An IRS return.


",,,,,,148,718
153,“A Disney-obsessed husband and wife have been blasted online after… they spent the last of their wedding budget on an appearance by Mickey and Minnie Mouse rather than provide food for their guests.“,"The guests at our wedding:
We thought we’d uplift them,
But now they are spreading
Complaints that we stiffed them.
 
They’re pulling no punches.
The cause of their grouses?
We gave them, not lunches,
But M. and M. Mouses.
 
What makes them so picky
(They’re hardly so skinny)
They wouldn’t choose Mickey,
Together with Minnie?
 
To friendship so fickle
We’ve no wish to truckle.
To us, any Mick’ll
Count more than a muckle.
 

",,,,,,199,428
154,"“A Florida woman freed herself from a camel by biting its testicles at the Tiger Truck Stopin Grosse Tete, [Louisiana]…“","If you’re cornered by a camel
And you cannot climb the walls,
When the creature settles on you,
You can bite him in the balls.
 
If you’re looking at a camel,
Do not throw him doggy treats
Then go sneaking under fences
Just to notice what he eats.
 
Camels justly get offended
When you crawl into their pen,
And the one that’s sitting on you
May not let you up again.
 
Still, you have the useful knowledge
(Though applying it appalls)
That to get a camel going
You can bite him in the balls.
 

",,,,,,120,496
155,"“A French company has been found liable for the death of an employee who had a cardiac arrest while having sex with a stranger on a business trip. … The man, named as Xavier X, was working as an engineer for TSO, a railway services company based near Paris.He died at a hotel during a trip to central France in 2013, as a result of what the employer called ‘an extramarital relationship with a perfect stranger’.The company challenged a decision by the state health insurance provider to regard the death as a workplace accident.The provider defended its position by insisting that sexual activity was normal, ‘like taking a shower or a meal’.In its ruling, the Paris appeals court upheld this view.“","An engineer named Xavier (known widely as XX)
Was finished by a heart-attack, confounding top execs;
He died upon a business trip, while busy (one might say);
And so his health insurers thought his company should pay.
 
The company objected (with regrets about his heart)
That in that piece of business his employers had no part;
“’Twas normal!” the insurers urged, “so compensation’s due;”
And France’s top judiciary upheld this point of view:
 
It was a workplace accident that claimed your employee:
He accidentally succumbed to life’s normality,
And workplace liability applies to normal dangers,
Like taking showers and eating meals and having sex with strangers.
 

",,,,,,700,672
156,“A German inventor’s unique ultrasound ‘testicle bath’ birth control device for mentook the top prize at the country’s James Dyson Awards.“,"Spermity-squirmity
testicle ultrasound,
based on a theory that
no one rebuts,
 
wins over experts on
spermatogenesis,
though it’s opposed by a
couple of nuts.
 

",Silly,,,,,139,162
157,"“A man brought a llama in a tuxedo to his sister’s wedding,and the photo of her unamused expression is going viral.“","A man conveyed me to his sister’s wedding
In a tuxedo, much to my surprise.
I felt so awkward I could not stop shedding:
It wasn’t just the error in the size.
 
The photo of my unamused expression
Is going viral. Why should that perplex?
Before you have a costumed photo session
With llamas, kindly ask about our sex.
 

",,,,,,116,321
158,“A massive volcanic eruption over the weekend on La Palma that has forced the evacuation ofthousands of people hasn’t dissuaded Spain’s tourism minister from promoting travel to the island.“,"Reyes Maroto
Said, “Come take a volcano photo.
Yes, I feel for each evacuee
But this lava is something to see!”
 
",,,,,,190,114
159,"“A Missouri woman was awarded $5.2 million in a settlementfrom insurance company GEICO after contracting a sexually transmitteddisease from her partner in his vehicle, which was insured by the company…“","In his back seat despoiled,
I picked up an infection.
He knew his diagnosis,
Kept mum, used no protection.
 
The car in which he wronged me
Was covered by the gecko;
O lizard, hear my cries
For justice, how they echo.
 
You wrote his policy,
You’re in up to your neck-o.
The legal system says
You’re writing me a check-o.
 

",,,,,,202,325
160,"“A new object has been discovered in the distant reaches of our solar system and given the name FarFarOut, according to a prominent astronomer.","Time was when space was full of tales:
When Greek was still our mentor,
We had the Virgin and the Scales,
The Hunter and the Centaur;

The clustered moons of Jupiter
Were loves to share his slumbers;
But now astronomers prefer
To name things after numbers;

Alternatively, it appears,
The latest sort of craze is
To fasten on the cosmic spheres
Some well-selected phrases:

When now there swims into our ken
An object never labelled,
We call it not Square Root of Ten
Or Name of Someone Fabled,

But something that admits no doubt—
Not nerdified or silly:
Like, for example, FarFarOut,
Or LonelyLonelyChilly.


",,,,,,143,611
161,"“A New York man was arrested and charged with hate crimes Friday night after anti-Semitic messages were found in a temple, police said.","The synagogue is all agog:
Who will it be this week?
There’s quite a crowded catalog,
Enough for every clique.

Is it the White Supremacist
With KKK tattoos?
Blame Trump and Fox, the Dems insist,
Who spread such racist views!

Is it the young black Brooklynite,
High hope of academe?
He worked, to Hannity’s delight,
Upon Obama’s team!

Is it the Muslim raised in Fez,
Karachi, or LA?
The left wing’s fault! the right wing says;
Guess what the leftists say?

For craziness about the Jews
Runs deep on either hand:
Which may be all we have to fuse
This twice-self-righteous land.


",,,,,,135,581
162,"“A robot made of magnetic slime could be deployed inside the body to perform taskssuch as retrieving objects swallowed by accident.” “[It] could be useful in the digestive system, for example in reducing the harm from a smallswallowed battery.” ","A robot of magnetic slime
Could shortly be deployed
Inside the body. Well, it’s time;
What use is all that void

Internal space among the nerves
And bones and neurocoeles?
You’ll say it gets what it deserves
With accidental meals,

Like hangnails swallowed by default,
Or gum or tiny keys
Or polystyrene (great with salt),
Or salted batteries;

But let’s express our thanks instead
For living at a time
In which we may be safely fed
With smart magnetic slime.


",,,,,,245,462
163,"“A sarcophagus discovered in the remains of an ancient temple in Rome is causing a stir among historians who cannot agree if it belongs to the Italian city’s legendary founder, Romulus.“","Who is it who’s buried in Romulus’ tomb?
We’d love to agree but we can’t.
Romulus, some say, while others presume
It’s really Ulysses S. Grant.
 
",,,,,,186,146
164,"“A sheep has been on the loose… for at least five days and has evaded capture, despite multiple sightings. Bloomington residents have captured photos and videos of the sheep.“","Little Bo-Peepishly,
Bloomington residents
can’t catch a sheep, though they
catch it on cam.
 
How is this wily and
woolly Houdini of
Artiodactyla
still on the lamb?
 

",Silly,,,,,175,169
165,"“A spy stole ISIS leader Baghdadi’s underwear for DNA test, Kurds say”","The Kurds (no angels, as we know)
Still brought us news it’s good to know:
Baghdadi’s shorts were snatched away
And tested for their DNA.
 
Who made the link from briefs to man?
Some scientist, perhaps (they can),
But this terse tweet from Trump suggests
Less posh identifying tests.
 
Some lodge their talent in their minds,
But talents come in different kinds,
And much though DNA may tell,
There’s nothing quite so sure as smell.
 
Who caught Big Daddy in the end?
Some famous SEAL? Forget it, friend:
A selfless canine, on his shift,
Chased Someone down a hole, and sniffed.
 

",Topical/Witty/Wit-Wordplay,,,,,70,582
