Column1;Unnamed: 0;date;label;claim;tags;url;summary;poems;alt
465;1423;29/10/2021;false; There is no such thing as a booster. There is a failed product that is sometimes used again in hopes of a different outcome. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Viral image'];https://www.politifact.com/factchecks/2021/oct/29/viral-image/claim-vaccines-failed-ignores-greater-impact-covid/;"The effectiveness of COVID-19 vaccines is shown in the higher infection rates, spread, hospitalization and death among unvaccinated people.
It’s common to give boosters to maintain or lengthen the protection provided by an initial vaccination.
";;
466;1424;29/10/2021;false; In the United Kingdom, 70-plus percent of the people who die now from COVID are fully vaccinated. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Alex Berenson'];https://www.politifact.com/factchecks/2021/oct/29/alex-berenson/covid-19-death-rate-england-much-higher-among-unva/;"The statistic applies only to England, not all of the U.K.
A high percentage of COVID-19 deaths in England occurred among fully vaccinated people largely because high percentages of Englanders are vaccinated, especially older people who are more likely to die from illness.
The unvaccinated are still much more likely to die from COVID-19: The COVID-19 death rate — the number of deaths per 100,000 people — is much higher among unvaccinated people than vaccinated people.
";;
135;435;29/10/2021;pants-fire; Japan drops vax rollout ;['Facebook Fact-checks', 'Coronavirus', 'Hal Turner Radio Show'];https://www.politifact.com/factchecks/2021/oct/29/hal-turner-radio-show/japan-still-vaccinating-people-against-covid-19/;" Japan has not stopped its COVID-19 vaccine rollout. The day after this claim was published, Japan administered nearly 600,000 COVID-19 vaccines in a single day. 
 More than 71% of the country’s population has been fully vaccinated against COVID-19 as of Oct. 28.
 Ivermectin is not approved by the Japanese government as a medicine to treat COVID-19.
";;
119;387;28/10/2021;barely-true; The seasonal cold and flu is actually more dangerous for kids than the Coronavirus and there is very low transmissibility from children to their families and communities. ;['Children', 'Public Health', 'Wisconsin', 'Coronavirus', 'Tom Tiffany'];https://www.politifact.com/factchecks/2021/oct/28/tom-tiffany/children-families-community-covid-transmissibility/;"Hospitalizations and deaths among children are higher this year for COVID-19 than the seasonal flu
COVID-19 transmissibility in schools is dependent on community transmission, community vaccination rates and mitigation methods schools have in place.
";;
2;10;28/10/2021;true; The Biden administration published a study concluding 4 (of) 5 new cars on the road 2050 will still require liquid fuels. ;['Climate Change', 'Energy', 'Transportation', 'Iowa', 'Randy Feenstra'];https://www.politifact.com/factchecks/2021/oct/28/randy-feenstra/biden-administration-predicted-liquid-fuel-cars-ou/;"U.S. Rep. Randy Feenstra, R-Iowa, tweeted that four out of five new cars in 2050 will still require liquid fuels, and that the projection contradicts an Oct. 5 statement from President Joe Biden touting electric as an energy source for automobiles.
The U.S. Energy Information Administration’s 2021 Annual Energy Outlook report states that a majority, 79%, of vehicles will have liquid fuel by 2050.
Ethanol consumption is important in Iowa because the state leads the nation in ethanol production.
";;
468;1429;27/10/2021;false; Australia to Implement Quarantine Camps for the Unvaxed ;['Facebook Fact-checks', 'Coronavirus', 'The Charlie Kirk Show'];https://www.politifact.com/factchecks/2021/oct/27/charlie-kirk-show/australias-quarantine-facilities-are-travelers-not/;" Queensland, a state in Australia, is building a quarantine facility for arriving travelers, whether vaccinated or unvaccinated. Queensland plans to use the facility for fully vaccinated international students upon their arrival in the country, and potentially for unvaccinated travelers. 
 In the future, the Australian government might impose different quarantine requirements on vaccinated and unvaccinated travelers, but unvaccinated people living in the country would not be put in camps. 
";;
467;1427;27/10/2021;false; With COVID-19, vaccinated people are the real threat to unvaccinated people. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/27/instagram-posts/key-threat-unvaccinated-people-other-unvaccinated-/;"Unvaccinated people can get COVID-19 from vaccinated people who get breakthrough infections.
But the greater threat to the unvaccinated is the unvaccinated. Unvaccinated people are more likely than the vaccinated to get COVID-19, more likely to spread it, and much more likely to become seriously ill or die.
";;
120;388;26/10/2021;barely-true; COP26 luxury EVs to be recharged using diesel generators ;['National', 'Climate Change', 'Bloggers'];https://www.politifact.com/factchecks/2021/oct/26/blog-posting/no-diesel-fuel-isnt-recharging-electric-cars-cop26/;"The UK organizers are bringing in vegetable oil-powered generators to recharge electric vehicles at the international climate change meeting in Glasgow.
The hydrotreated vegetable oil is much less polluting than diesel fuel.
";;
469;1431;25/10/2021;false; NIH COVID Treatment Guidelines Approve Ivermectin ;['Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/25/instagram-posts/no-national-institutes-health-hasnt-approved-iverm/;" The National Institutes of Health has not recommended ivermectin to treat COVID-19.
 The NIH says more research is needed to make a determination about whether ivermectin is effective against COVID-19.
";;
470;1434;25/10/2021;false; There’s been no TV commercials for the COVID-19 vaccines because they are required law to list all adverse side effects. ;['Government Regulation', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/25/instagram-posts/fda-rules-have-blocked-covid-19-vaccine-makers-adv/;"For the vast majority of the time that the three COVID-19 vaccines have been administered in the U.S., they have been available through an emergency use authorization from the FDA. On Aug. 23, Pfizer’s vaccine became the first of the three to gain full FDA approval.
Only vaccines that have been approved by the FDA  — a more rigorous process than emergency use authorization — can be advertised on TV.
A Pfizer spokesperson said the company does plan to market its vaccine under the name Comirnaty.
";;
471;1435;22/10/2021;false; We are seeing the Justice Department treat American parents as domestic terrorists under the Patriot Act. ;['National', 'Criminal Justice', 'Education', 'Terrorism', 'Coronavirus', 'Steve Chabot'];https://www.politifact.com/factchecks/2021/oct/22/steve-chabot/no-federal-government-isnt-using-patriot-act-treat/;"A Justice Department task force on criminal threats against school officials involves many offices, including one created by the Patriot Act.
There are many laws that apply to violence and threats of violence, and the Patriot Act offers little additional legal power.
Beyond creating the task force, the Justice Department has taken no action against anyone, and concerns that it would employ the Patriot Act are hypothetical.
";;
185;573;22/10/2021;pants-fire; Pathologists found a host of non-biological components ... in the blood of vaccinated people, including graphene chips and nanochips. ;['Facebook Fact-checks', 'Coronavirus', 'Bloggers'];https://www.politifact.com/factchecks/2021/oct/22/blog-posting/covid-19-vaccines-do-not-include-non-biological-co/;" The list of ingredients for COVID-19 vaccines is published and does not include non-biological components such as graphene chips or nanochips.
 The Centers for Disease Control and Prevention specifies that COVID-19 vaccines are free from metals and manufactured products, including microelectronics. 
 The German Society for Pathology denounced information from the symposium where the claim originated and said the data was not based in science. 
";;
3;11;22/10/2021;true; Southwest Airlines announce they will no longer terminate employees over the mandate. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/oct/22/facebook-posts/southwest-ceo-said-employees-wont-be-fired-over-it/;"President Joe Biden’s vaccine mandate for federal workers applies to companies that have contracts with the United States government.
Southwest announced on Oct. 4 that it would follow the federal vaccine directive, saying that employees ""must be fully vaccinated against COVID-19, or be approved for a religious, medical or disability accommodation, by Dec. 8, 2021, to continue employment with the airline.""
On Oct. 12, Southwest’s CEO said in a television interview that the airline won’t fire employees over the mandate, and that it will help workers with getting an “accommodation,” such as a religious or medical exemption.
Employees have until Nov. 24 to submit proof of vaccination or request an exemption. But the CEO and a spokesperson said if an exemption is not approved by Dec. 8, employees will still be allowed to work for the airline and must adhere to safety protocols for the unvaccinated.
";;
499;1557;21/10/2021;false; So now if you don’t comply and get a COVID-19 vaccination, and you’re on Social Security or disability, you won’t be able to receive your money. ;['Social Security', 'Florida', 'Facebook Fact-checks', 'Coronavirus', 'TikTok posts'];https://www.politifact.com/factchecks/2021/oct/21/tiktok-posts/no-covid-19-vaccination-required-receive-social-se/;"There is no requirement, and no proposed requirement, that you need a COVID-19 vaccination to receive Social Security payments.
";;
186;574;21/10/2021;pants-fire; Corona PCR ‘test’ is implanting a microchip. ;['Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/oct/21/facebook-posts/covid-19-tests-are-not-part-conspiracy-microchip-p/;" There is no evidence to support the claim that PCR tests for COVID-19 implant a microchip into the people being tested.
 The woman making the claim was unable to explain her fabricated theory, and she has also falsely claimed that COVID-19 testing is a secret blood harvesting operation. 
";;
187;575;21/10/2021;pants-fire; COVID-19 vaccines contain RNA-modifying transhumanism nanotechnology. ;['Georgia', 'Public Health', 'Technology', 'Facebook Fact-checks', 'Coronavirus', 'Carrie Madej'];https://www.politifact.com/factchecks/2021/oct/21/carrie-madej/transhumanism-nanotechnology-covid-19-vaccine-cons/;"There is no evidence that the three vaccines used in the U.S. contain technology to permanently alter human beings.
";;
188;576;20/10/2021;pants-fire; A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination. ;['National', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/20/instagram-posts/theres-still-no-evidence-tennessee-nurse-who-faint/;"Ten months and countless fact-checks later, conspiracy theorists are still spreading the baseless rumor that a Tennessee nurse who fainted after receiving the Pfizer COVID-19 vaccine is dead.
After fainting in front of cameras shortly after receiving the shot, the nurse recovered minutes later and spoke to reporters about a condition she has that causes her to pass out from the slightest pain, including stubbing her toe or getting a hangnail.
The hospital where she works verified that she is still alive and employed there.
";;
121;393;19/10/2021;barely-true; California’s shipping backlog is, in part, caused a California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators. ;['National', 'Trade', 'Facebook Fact-checks', 'California', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/oct/19/facebook-posts/californias-trucking-regulations-may-have-had-impa/;"The shipping pileup at California’s ports is part of a worldwide supply chain crisis largely exacerbated by the COVID-19 pandemic and a lack of supplies, equipment and workers, not the state’s rules and regulations on the trucking industry.
Truck drivers have been exempt from the so-called gig worker bill since it was passed and the state’s clean air regulations have been in place since 2008.
Industry experts said the rules certainly impact the availability of drivers and trucks, but acknowledged that many other issues are impacting the movement of goods through U.S. ports.
";;
500;1559;19/10/2021;false; In the United Kingdom, 81% of COVID-19 deaths are among the vaccinated. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/oct/19/facebook-posts/claim-covid-19-uk-ignores-data-showing-death-more-/;"The statistic cited by the claim applies to Scotland, not the entire United Kingdom, and it gives a misleading impression of what an official report says.
The report says the rate of COVID-19 death in Scotland is much higher among unvaccinated people.
";;
189;578;19/10/2021;pants-fire; There is an epidemic of plane crashes linked to vaccine-related strokes in pilots. ;['Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/oct/19/facebook-posts/no-evidence-covid-19-vaccines-have-caused-plane-cr/;" As evidence, the video cites a plane crash that killed two people in Santee, Calif. The investigating agency told PolitiFact that the cause of the crash has not been established and that there is no evidence to support the video’s claims. 
 The Federal Aviation Administration said that it has seen no evidence that medical complications from COVID-19 vaccines have caused any aviation accidents. 
 The rate of aviation fatalities reached a relative low point during the period COVID-19 vaccines have been available to the public.
";;
123;395;15/10/2021;barely-true; Over 2 million injuries from COVID-19 vaccines have been reported to the World Health Organization. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/who-database-not-proof-covid-19-vaccines-are-harmf/;"An Instagram video used information from the World Health Organization that's taken out of context.
The health agency stresses the information presented in its databases does not prove a definitive link between the reported side effects and the COVID-19 vaccines.
The vaccines have been deemed safe and effective by health agencies across the world, and more than six billion doses have been administered to people.
";;
125;397;15/10/2021;barely-true; U.S. acres burned each year are much fewer now — even in our worst years — than was the case in the early 20th century. ;['National', 'Climate Change', 'California', 'Heartland Institute'];https://www.politifact.com/factchecks/2021/oct/15/heartland-institute/no-wildfires-werent-bigger-1920s-and-30s-today/;"Flawed government data appears to show a massive decline in wildfires after 1930.
The data suffered from double and triple counting, and in the 1920s and 1930s, federal officials wrongly recorded millions of acres of intentional fires as wildfires.
The best assessments suggest that fires today are about on the scale the country saw in the first few decades of the 20th century.
";;
122;394;15/10/2021;barely-true; Says Dr. Anthony Fauci said he will not take a PCR COVID test. ;['Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/15/instagram-posts/misleading-video-implies-anthony-fauci-doesnt-supp/;"The CNN clip is from March 15, 2020, when COVID-19 test availability was limited, and tests were prioritized for specific groups. Fauci said he wasn’t getting a test because he didn’t have symptoms, which was consistent with CDC guidance at the time.
The clip cut off before Fauci’s explanation of when he would get a test. He said he’d get tested if he were in a higher risk situation.
";;
190;580;15/10/2021;pants-fire; Pfizer vaccine contains living particles that can germinate to cause sickness. ;['Public Health', 'Science', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/oct/15/facebook-posts/no-living-organisms-pfizer-vaccine/;"The Pfizer mRNA COVID-19 vaccine does not contain living organisms, only chemical components.
";;
66;218;14/10/2021;half-true; People who are vaccinated for the coronavirus cannot spread it to you. ;['Public Health', 'Coronavirus', 'Joe Biden'];https://www.politifact.com/factchecks/2021/oct/14/joe-biden/joe-biden-overstates-effectiveness-vaccines-preven/;" Multiple studies show that a vaccinated person is significantly less likely to pass the coronavirus to someone else than an unvaccinated person is. 
 However, the transmission risk is not reduced to zero.
";;
501;1566;12/10/2021;false; A wind turbine could never generate as much energy as was invested in building it. ;['National', 'Climate Change', 'Energy', 'Viral image'];https://www.politifact.com/factchecks/2021/oct/12/viral-image/actually-wind-turbines-easily-produce-more-power-i/;"The claim cherry-picks the words of a geoscientist writing about putting turbines where the wind blows.
Multiple studies show that within a couple of years, windmills produce more energy than it takes to make them, although one study found it takes about six years.
";;
67;220;12/10/2021;half-true; Paris police beat a woman for shopping at a mall with no vaccine passport. ;['Government Regulation', 'Public Health', 'Public Safety', 'Facebook Fact-checks', 'Coronavirus', 'TikTok posts'];https://www.politifact.com/factchecks/2021/oct/12/tiktok-posts/women-shown-video-were-anti-vaccine-protesters-not/;"The two women shown in the TikTok video were not shoppers, but were among a large group of anti-vaccine protesters in Paris who forced their way into a mall that required proof of vaccination or a negative COVID-19 test.
On July 12, French President Emmanuel Macron mandated that visitors to public places, including malls, present such proof.
";;
503;1568;11/10/2021;false; Bill Gates talked about using vaccines to control population growth in an unedited 2010 TED Talk video ;['Environment', 'Children', 'Climate Change', 'Energy', 'Health Care', 'Population', 'Public Health', 'Science', 'Coronavirus', 'Bloggers'];https://www.politifact.com/factchecks/2021/oct/11/blog-posting/bill-gates-didnt-say-he-wanted-use-vaccines-reduce/;"Bill Gates and Melinda Gates have repeatedly said that increased access to vaccines and health care around the world would reduce child mortality and allow families to decide to have fewer children. That would slow the population growth rate.
";;
502;1567;11/10/2021;false; Countless Southwest Airlines employees have walked out of their jobs to oppose the vaccine mandate, causing operations to effectively shut down. ;['Transportation', 'Florida', 'Facebook Fact-checks', 'Coronavirus', 'Tweets'];https://www.politifact.com/factchecks/2021/oct/11/tweets/southwest-airline-pilots-union-deny-claims-anti-va/;"Southwest Airlines said its thousands of recent flight cancellations “were not a result of employee demonstrations.”
The president of the Southwest Airlines Pilots Association, which has taken legal action to temporarily block the company’s COVID-19 vaccine mandate, called claims about a pilot walkout or sickout “false” and said the union is forbidden to take such actions.
Flight disruptions such as bad weather can have a cascading effect and lead to many more delays and cancellations.
";;
126;400;08/10/2021;barely-true; It s been confirmed that the Pfizer COVID-19 vaccine isn t guaranteed after six months. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Kimberly Klacik'];https://www.politifact.com/factchecks/2021/oct/08/kimberly-klacik/claim-pfizer-covid-19-vaccine-not-guaranteed-after/;"Advocates for COVID-19 vaccines have not promoted the vaccines as being “guaranteed.”
Klacik’s claim alludes to a study that found that the effectiveness of Pfizer’s vaccine in preventing infection decreased over time, though it remained 90% effective in preventing hospital admissions.
";;
504;1571;08/10/2021;false; Were you aware the $3.5 Trillion Human Infrastructure package includes an animal agriculture tax of $2,600‼️ per head of cattle? $500 for swine!!! ;['Environment', 'Agriculture', 'Animals', 'Corrections and Updates', 'Taxes', 'Facebook posts'];https://www.politifact.com/factchecks/2021/oct/08/facebook-posts/social-media-posts-wrong-about-cow-fart-tax/;" Democrats are considering a legislative proposal to tax methane emissions by oil and gas producers as a way of curbing climate change. However, the proposal does not apply to methane released by livestock operations.
 Two leading agriculture groups have explicitly said that there’s no agricultural methane tax proposal under serious consideration. 
 The Senate passed an amendment to rule out a methane emissions tax on agriculture.
";;
507;1574;07/10/2021;false; There is no FDA approval for the Pfizer BioNTech vaccine for COVID-19. ;['National', 'Government Regulation', 'Public Health', 'Coronavirus', '10 GOP Louisiana Lawmakers'];https://www.politifact.com/factchecks/2021/oct/07/10-louisiana-lawmakers/whats-name-louisiana-lawmakers-wrongly-say-name-ch/;"10 Republican Louisiana lawmakers said there’s no FDA approval for the Pfizer COVID-19 vaccine.
The FDA approved that vaccine on Aug. 23, under the brand name Comirnaty.
There is no physical difference between the original Pfizer vaccine and Comirnaty.
";;
506;1573;07/10/2021;false; You are more likely, as a child, to end up in the hospital because of the vaccine than you are because of COVID. That s data from the CDC and from VAERS. ;['Public Health', 'Pundits', 'PunditFact', 'Coronavirus', 'Will Cain'];https://www.politifact.com/factchecks/2021/oct/07/will-cain/fox-news-host-will-cain-falsely-claims-vaccine-mor/;"Doctors who spoke to PolitiFact said children are far more likely to be hospitalized from COVID-19 than from the vaccine. The CDC says “the known risks of COVID-19 illness ... far outweigh the potential risks of having a rare adverse reaction to vaccination.”
Fox News host Will Cain cited data that the doctors said was cherry-picked, including COVID-19 hospitalization data that was an undercount and vaccine safety data that is subject to many limitations and cannot be used to determine causality.
Anyone can make a report to the Vaccine Adverse Events Reporting System, or VAERS, making it a hotbed for misinformation about vaccine safety. The unverified entries in VAERS are not enough to establish a causal relationship between the COVID-19 vaccine and a hospitalization or other adverse event, experts said.
";;
505;1572;07/10/2021;false; A person’s immune system tanks after their second COVID-19 vaccine dose. ;['National', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'YouTube videos'];https://www.politifact.com/factchecks/2021/oct/07/youtube-videos/no-evidence-covid-19-vaccines-weaken-immune-system/;"Multiple medical experts said the blood test results featured in the video to support this claim didn’t come close to showing an immune system that has crashed.
This wasn’t observed in the COVID-19 vaccine trials where blood counts were obtained, experts said.
";;
191;584;07/10/2021;pants-fire; CDC numbers show that among children, the Pfizer and Moderna COVID-19 vaccines have a death rate 174 times higher than the COVID-19 death rate. ;['Children', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Ask PolitiFact', 'Tweets'];https://www.politifact.com/factchecks/2021/oct/07/tweets/cdc-does-not-show-higher-death-rate-vaccines-covid/;"The federal Centers for Disease Control and Prevention has not reported data for children showing a higher death rate from COVID-19 vaccines than from COVID-19.
There is no clear evidence that COVID-19 vaccines have caused any deaths in the U.S., according to the CDC.
";;
259;708;07/10/2021;pants-fire; COVID internment camps announced in America: Tennessee governor signs EO authorizing National Guard to carry out COVID medical kidnappings. ;['Tennessee', 'Military', 'Public Health', 'Public Safety', 'Science', 'Coronavirus', 'TikTok posts'];https://www.politifact.com/factchecks/2021/oct/07/tiktok-posts/there-are-no-covid-medical-kidnappings-tennessee/;"There is no executive order to authorize kidnapping in Tennessee.
Tennessee Gov. Bill Lee in August signed a lengthy executive order, part of which would allow the National Guard to perform some medical-related services in order to help relieve capacity strain amid a spike in COVID-19 cases.
The TikTok video relies on a document about COVID-19 shield camps from the Centers for Disease Control and Prevention as evidence. But the document doesn’t say that the CDC is going to implement COVID-19 camps — it analyzes measures studied in London regarding people already living in refugee camps and rejects as problematic the policies that study explored.
";;
11;57;06/10/2021;mostly-true; There are precious few religions that actually say you cannot get vaccinated. ;['National', 'Corrections and Updates', 'Religion', 'Coronavirus', 'Anthony Fauci'];https://www.politifact.com/factchecks/2021/oct/06/anthony-fauci/few-religions-ban-vaccination-counts-little-religi/;"There are hundreds of religions, but in one summary tally, about five religions ban vaccinations, compared with at least 24 that don’t.
People can claim religious exemptions to vaccination mandates, but they must prove that their stance is based on a sincerely held religious belief.
Employers must accommodate religious beliefs, but not if it would impose an undue burden on their operations.
Recent U.S. Supreme Court rulings indicate that governments should seek alternatives to mandates.
";;
528;1703;05/10/2021;false; Says 86% of COVID-19 cases in Israel in July were in fully vaccinated individuals. ;['National', 'Israel', 'Coronavirus', 'TikTok posts'];https://www.politifact.com/factchecks/2021/oct/05/tiktok-posts/vaccines-keep-people-out-hospital-viral-image-isra/;"A data table shared on social media seems to show vaccinated Israelis are much more likely to catch the virus than unvaccinated people.
The table ignores all case counts for people under 20, and fails to note that the rate of severe cases is 10 to 20 times higher among the unvaccinated.
";;
527;1701;05/10/2021;false; New data shows that death is proportional to dose for COVID-19. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/05/instagram-posts/no-clear-evidence-covid-19-vaccines-have-caused-an/;"According to the CDC, in the U.S. the unvaccinated are 11 times more likely to die from COVID-19.
There is no clear evidence that COVID-19 vaccines have caused any deaths in the U.S., the CDC says.
";;
508;1575;05/10/2021;false; We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved. ;['Health Care', 'Public Health', 'Wisconsin', 'Coronavirus', 'Ron Johnson'];https://www.politifact.com/factchecks/2021/oct/05/ron-johnson/johnson-incorrectly-claims-there-are-no-approved-c/;"The senator is wrong.
The U.S. Food and Drug Administration approved the Pfizer-BioNTech shots for full use on Aug. 23, 2021.
For those 12 to 15 and for booster shots, it remains under the emergency use authorization — as do other company’s shots.
";;
4;13;05/10/2021;true; If you look at the hospitalizations at Ru Memorial in West Virginia, and around the country, 90% to 95% of those hospitalized are unvaccinated. ;['West Virginia', 'Corrections and Updates', 'Public Health', 'Coronavirus', 'Kathryn Moffett Bradford'];https://www.politifact.com/factchecks/2021/oct/05/kathryn-moffett-bradford/are-90-95-those-hospitalized-covid-19-unvaccinated/;" Ruby Memorial Hospital confirmed that at the time of the remark, about 90% to 95% of those hospitalized for COVID-19 were unvaccinated. 
 Nationally, statistics from the CDC published both before and after her comment broadly support those percentages.
";;
529;1704;03/10/2021;false; 75% of Republicans have been vaccinated against COVID-19 in Illinois. ;['Polls and Public Opinion', 'Public Health', 'Illinois', 'Coronavirus', 'Terri Bryant'];https://www.politifact.com/factchecks/2021/oct/03/terri-bryant/no-proof-lawmakers-claim-75-illinois-republicans-a/;"Bryant did not respond to our inquiries asking for evidence to back up her claim, and we could find no surveys or studies that show she is correct.
The figure Bryant cited is higher than Illinois’ overall vaccination rate even though counties that voted for Trump in 2020 have a lower vaccination rate on average than counties that Biden won, state data show.
Her figure is also out of line with multiple national surveys conducted over the past two months that find Republicans are one of the demographic groups least likely to have taken the vaccine.
";;
531;1706;01/10/2021;false; The vaccination campaign increased COVID-19 deaths 175% in one year. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Viral image'];https://www.politifact.com/factchecks/2021/oct/01/viral-image/claim-vaccine-campaign-boosted-covid-19-deaths-err/;"According to the CDC, in the U.S. the unvaccinated are 11 times more likely to die from COVID-19.
There is no clear evidence that COVID-19 vaccines have caused any deaths in the U.S., the CDC says.
";;
532;1707;01/10/2021;false; Biden orders dishonorable discharge for 46% of troops who refuse vaccine. ;['Legal Issues', 'Military', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/01/instagram-posts/biden-hasnt-ordered-dishonorable-discharges-vaccin/;"The Pentagon said Instagram posts are false that claim President Joe Biden ordered dishonorable discharges for COVID-19 vaccine refusers in the military.
Biden has given no such direction, and legal experts said he wouldn’t have the authority to do so, since a dishonorable discharge requires sentencing from a court martial.
About 5% of active-duty troops are still unvaccinated. The deadlines are a month or more away.
";;
530;1705;01/10/2021;false; The Pfizer COVID-19 vaccine contains an undisclosed ingredient. … How is informed consent possible? ;['Corrections and Updates', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/oct/01/instagram-posts/redacted-ingredient-pfizer-covid-19-vaccine-just-w/;"The Pfizer vaccine does not contain a mysterious ingredient undisclosed to the public.
The Pfizer vaccine and those from Moderna and Johnson & Johnson have been safely given to tens of millions of people around the United States.
";;
260;710;01/10/2021;pants-fire; Millions have died from COVID injections. ;['Public Health', 'Science', 'Coronavirus', 'Bloggers'];https://www.politifact.com/factchecks/2021/oct/01/blog-posting/report-shares-wildly-unfounded-claims-covid-19-vac/;"Claims that millions of people have died from the COVID-19 vaccine are unfounded. The claim is based on a misreading of sources that include the U.S. government’s Vaccine Adverse Event Reporting System and Europe’s EudraVigilance databases
Both systems are federal databases in which any potential adverse health effects from vaccines and medicines are reported.
Both systems warn that reports do not prove on their own that a vaccine caused an adverse health event, and should not be used as a primary source.
";;
535;1711;30/09/2021;false; The White House created a fake set for (President Joe) Biden to get his booster shot. The entire Biden presidency is one giant charade. ;['Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/sep/30/facebook-posts/no-joe-biden-didnt-get-his-booster-shot-fake-white/;" Biden received his booster shot in the South Court Auditorium of the Eisenhower Executive Office Building, a frequent venue for White House news events and photo ops. 
 The backdrop behind Biden as he was getting his booster shot wasn’t “created” for that event —  it had been used five days earlier for a global coronavirus summit.
";;
533;1708;30/09/2021;false; Norway decided that (the coronavirus) should be treated like other respiratory diseases, such as the flu or cold, because… it is no more dangerous than those mentioned. ;['Facebook Fact-checks', 'Coronavirus', 'Bloggers'];https://www.politifact.com/factchecks/2021/sep/30/blog-posting/norway-public-health-officials-did-not-say-coronav/;" The Norwegian Institute of Public Health said that this is a misinterpretation of its position. 
 The assistant director of the institute said in an interview that Norway should shift the way it views the disease. That’s because the vast majority of Norway’s population has been fully vaccinated. 
 He did not say that the coronavirus is no more dangerous than the flu. He said that most vaccinated people who are infected with the virus experience only cold-like symptoms. ​
";;
534;1710;30/09/2021;false; Pfizer launches final study for COVID drug that s suspiciously similar to horse paste ivermectin. ;['Drugs', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Bloggers'];https://www.politifact.com/factchecks/2021/sep/30/blog-posting/drug-pfizer-studying-covid-19-not-suspiciously-sim/;"The Pfizer drug now being studied is structurally different from ivermectin.
";;
536;1712;30/09/2021;false; VAERS reports show that babies whose mothers got the COVID-19 vaccine died after breastfeeding. ;['National', 'Children', 'Public Health', 'Science', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts'];https://www.politifact.com/factchecks/2021/sep/30/instagram-posts/no-evidence-infant-died-due-breast-milk-vaccinated/;"The Vaccine Adverse Event Reporting System record does not show who the baby’s mother is, nor what hospital they were at. The report notes other illnesses the baby experienced before dying.
The person who entered the report speculated the “spike proteins” passed through breast milk and may have led to the infant dying. But health experts say it’s unlikely that proteins from the COVID-19 vaccine entered the bloodstream of the person who received the injection, and they are far less likely to enter breast tissue or breast milk.
Studies have shown that individuals who have taken the COVID-19 vaccine pass on antibodies against COVID-19 to their babies when breastfeeding.
";;
161;527;29/09/2021;barely-true; The Democrats want you American taxpayers to shell out $3 billion for ‘non-racist’ trees. ;['Climate Change', 'Race and Ethnicity', 'Poverty', 'Taxes', 'Facebook Fact-checks', 'FreedomWorks'];https://www.politifact.com/factchecks/2021/sep/29/freedomworks/tree-equity-part-35t-bill-targets-low-income-areas/;"The $3 billion “tree equity” plan, part of a Democratic-backed $3.5 trillion spending bill, is not specifically race-based. It is aimed at low-income areas that have fewer trees.
";;
